Lasso-rank	range	mean-rank	median-rank	sd-rank	regulator-target	tp	index	Edge	Lag	Lag_list	Sign	parent	child	name_x	parent_cluster	name_y	child_cluster	Source	Target	moduleID	window_size	min_lag	max_lag	total_edges	pr	roc
3	(3, 3)	3.0	3.0		('ascg', 'ascb')	True	457.0	('ascg', 'ascb')	0.0	[(0, 0.50441077534146705, 9.4331015602573549e-10), (10, 0.53030854857205656, 1.3124535573115381e-05), (20, 0.34836880311467167, 0.0079165480435659883), (30, 0.050041064310154405, 0.67855997863493522), (60, 0.10074696741854813, 0.57694387430326821), (90, 0.075715365478919827, 0.78047992153274404)]	['-']	ascg	ascb	ascg	25.0	ascb	25.0	ascg	ascb	43	4	1	1	18	0.5282149611193501	0.6303418803418803
4	(4, 4)	4.0	4.0		('ascg', 'ascf')	True	458.0	('ascg', 'ascf')	0.0	[(0, 0.63878051430459759, 2.9113899658971927e-16), (10, 0.66112844745813493, 8.9515273127067081e-09), (20, 0.52828601187605639, 2.4033609881907785e-05), (30, 0.34486299199087334, 0.0032273177590481307), (60, 0.16729845934419413, 0.3520701878233472), (90, 0.3779456557892657, 0.14892576000505517)]	['-']	ascg	ascf	ascg	25.0	ascf	25.0	ascg	ascf	43	4	1	1	18	0.5282149611193501	0.6303418803418803
5	(5, 5)	5.0	5.0		('prpr', 'prpd')	True	2602.0	('prpr', 'prpd')	0.0	[(0, 0.71142809350922565, 2.4175039777960889e-21), (10, 0.61172660615795349, 2.0742249719578695e-07), (20, 0.58830180087137063, 1.4906282919925939e-06), (30, 0.76352977082080209, 9.7574684249027175e-15), (60, 0.38052382049177808, 0.028919335938012471), (90, 0.34925594777695751, 0.18486678492147321)]	['+']	prpr	prpd	prpr	25.0	prpd	25.0	prpr	prpd	43	4	1	1	18	0.5282149611193501	0.6303418803418803
6	(6, 6)	6.0	6.0		('prpr', 'prpe')	True	2603.0	('prpr', 'prpe')	0.0	[(0, 0.73927565897705239, 9.8889582506730292e-24), (10, 0.56773534750307131, 2.2374523434004626e-06), (20, 0.48138288687516922, 0.00015014200024613875), (30, 0.72005382289239839, 1.4734580679755887e-12), (60, 0.35999256400615953, 0.039606645731465093), (90, 0.40675301985961765, 0.11792685022405404)]	['+']	prpr	prpe	prpr	25.0	prpe	25.0	prpr	prpe	43	4	1	1	18	0.5282149611193501	0.6303418803418803
7	(7, 7)	7.0	7.0		('prpr', 'prpc')	True	2601.0	('prpr', 'prpc')	0.0	[(0, 0.72315994772468895, 2.5866925956640123e-22), (10, 0.50642689400517693, 3.6522360890893132e-05), (20, 0.50647557387427411, 5.8250878001120863e-05), (30, 0.79332728838869748, 1.6087184485864241e-16), (60, 0.31890607356523049, 0.070466663920551925), (90, 0.21526694957804435, 0.42332054597904478)]	['+']	prpr	prpc	prpr	25.0	prpc	25.0	prpr	prpc	43	4	1	1	18	0.5282149611193501	0.6303418803418803
9	(9, 9)	9.0	9.0		('ascg', 'prpd')	False												ascg	prpd	43	4	1	1	18	0.5282149611193501	0.6303418803418803
10	(10, 10)	10.0	10.0		('ascg', 'htpg')	True	459.0	('ascg', 'htpg')		[(0, 0.082020399389162849, 0.35355873942321769), (10, -0.10365306624119136, 0.43062078456001218), (20, -0.25778553596136972, 0.052870316691665822), (30, -0.062210874842770658, 0.60627821173975782), (60, -0.013349186535065718, 0.94122400480561008), (90, -0.22683511575956256, 0.39820388144378266)]	['-']	ascg	htpg	ascg	25.0	htpg	25.0	ascg	htpg	43	4	1	1	18	0.5282149611193501	0.6303418803418803
11	(11, 11)	11.0	11.0		('prpr', 'htpg')	False												prpr	htpg	43	4	1	1	18	0.5282149611193501	0.6303418803418803
13	(13, 13)	13.0	13.0		('prpr', 'ybit')	False												prpr	ybit	43	4	1	1	18	0.5282149611193501	0.6303418803418803
14	(14, 14)	14.0	14.0		('phob', 'prpe')	False												phob	prpe	43	4	1	1	18	0.5282149611193501	0.6303418803418803
16	(16, 16)	16.0	16.0		('ascg', 'prpb')	False												ascg	prpb	43	4	1	1	18	0.5282149611193501	0.6303418803418803
17	(17, 17)	17.0	17.0		('phob', 'prpb')	False												phob	prpb	43	4	1	1	18	0.5282149611193501	0.6303418803418803
18	(18, 18)	18.0	18.0		('crp', 'htpg')	False												crp	htpg	43	4	1	1	18	0.5282149611193501	0.6303418803418803
20	(20, 20)	20.0	20.0		('prpr', 'ascf')	False												prpr	ascf	43	4	1	1	18	0.5282149611193501	0.6303418803418803
21	(21, 21)	21.0	21.0		('phob', 'prpc')	False												phob	prpc	43	4	1	1	18	0.5282149611193501	0.6303418803418803
22	(22, 22)	22.0	22.0		('prpr', 'phob')	False												prpr	phob	43	4	1	1	18	0.5282149611193501	0.6303418803418803
24	(24, 24)	24.0	24.0		('phob', 'prpd')	False												phob	prpd	43	4	1	1	18	0.5282149611193501	0.6303418803418803
25	(25, 25)	25.0	25.0		('crp', 'phob')	False												crp	phob	43	4	1	1	18	0.5282149611193501	0.6303418803418803
26	(26, 26)	26.0	26.0		('crp', 'ascg')	False												crp	ascg	43	4	1	1	18	0.5282149611193501	0.6303418803418803
28	(28, 28)	28.0	28.0		('phob', 'ascg')	False												phob	ascg	43	4	1	1	18	0.5282149611193501	0.6303418803418803
29	(29, 29)	29.0	29.0		('phob', 'ybit')	False												phob	ybit	43	4	1	1	18	0.5282149611193501	0.6303418803418803
30	(30, 30)	30.0	30.0		('ascg', 'prpe')	False												ascg	prpe	43	4	1	1	18	0.5282149611193501	0.6303418803418803
31	(31, 31)	31.0	31.0		('ascg', 'crp')	False												ascg	crp	43	4	1	1	18	0.5282149611193501	0.6303418803418803
32	(32, 32)	32.0	32.0		('phob', 'htpg')	False												phob	htpg	43	4	1	1	18	0.5282149611193501	0.6303418803418803
35	(35, 35)	35.0	35.0		('ascg', 'prpc')	False												ascg	prpc	43	4	1	1	18	0.5282149611193501	0.6303418803418803
36	(36, 36)	36.0	36.0		('ascg', 'ybit')	True	460.0	('ascg', 'ybit')	10.0	[(0, 0.3729128988652099, 1.2454560509107127e-05), (10, 0.6348041767280691, 5.1205807537948047e-08), (20, 0.56971154317565698, 3.7403362167030539e-06), (30, 0.27648788065278729, 0.019591789743746913), (60, -0.19234132605769924, 0.28355583755928393), (90, -0.21924335961627095, 0.4145957405536429)]	['-']	ascg	ybit	ascg	25.0	ybit	25.0	ascg	ybit	43	4	1	1	18	0.5282149611193501	0.6303418803418803
37	(37, 37)	37.0	37.0		('prpr', 'crp')	False												prpr	crp	43	4	1	1	18	0.5282149611193501	0.6303418803418803
38	(38, 38)	38.0	38.0		('phob', 'crp')	False												phob	crp	43	4	1	1	18	0.5282149611193501	0.6303418803418803
40	(40, 40)	40.0	40.0		('prpr', 'ascg')	False												prpr	ascg	43	4	1	1	18	0.5282149611193501	0.6303418803418803
41	(41, 41)	41.0	41.0		('prpr', 'ascb')	False												prpr	ascb	43	4	1	1	18	0.5282149611193501	0.6303418803418803
42	(42, 42)	42.0	42.0		('ascg', 'phob')	False												ascg	phob	43	4	1	1	18	0.5282149611193501	0.6303418803418803
43	(43, 43)	43.0	43.0		('ascg', 'prpr')	True	14.0	('ascg', 'prpr')		[(0, 0.30883041153974244, 0.00035022800598507079), (10, 0.4646984829507454, 0.00018365404982976924), (20, 0.37567407558727817, 0.0039800772511334017), (30, 0.36775994879863877, 0.0016041286582956366), (60, 0.017148382663053029, 0.92453851807918686), (90, 0.48193683161056378, 0.058708468846356512)]	['-']	ascg	prpr	ascg	25.0	prpr	25.0	ascg	prpr	43	4	1	1	18	0.5282149611193501	0.6303418803418803
0	(0, 0)	0.0	0.0		('ascg', 'ascf')	True	458.0	('ascg', 'ascf')	0.0	[(0, 0.63878051430459759, 2.9113899658971927e-16), (10, 0.66112844745813493, 8.9515273127067081e-09), (20, 0.52828601187605639, 2.4033609881907785e-05), (30, 0.34486299199087334, 0.0032273177590481307), (60, 0.16729845934419413, 0.3520701878233472), (90, 0.3779456557892657, 0.14892576000505517)]	['-']	ascg	ascf	ascg	25.0	ascf	25.0	ascg	ascf	43	4	1	1	18	0.5680297759341648	0.6431623931623931
1	(1, 1)	1.0	1.0		('ascg', 'ascb')	True	457.0	('ascg', 'ascb')	0.0	[(0, 0.50441077534146705, 9.4331015602573549e-10), (10, 0.53030854857205656, 1.3124535573115381e-05), (20, 0.34836880311467167, 0.0079165480435659883), (30, 0.050041064310154405, 0.67855997863493522), (60, 0.10074696741854813, 0.57694387430326821), (90, 0.075715365478919827, 0.78047992153274404)]	['-']	ascg	ascb	ascg	25.0	ascb	25.0	ascg	ascb	43	4	1	1	18	0.5680297759341648	0.6431623931623931
2	(2, 2)	2.0	2.0		('phob', 'ascf')	False												phob	ascf	43	4	1	1	18	0.5680297759341648	0.6431623931623931
4	(4, 4)	4.0	4.0		('prpr', 'prpe')	True	2603.0	('prpr', 'prpe')	0.0	[(0, 0.73927565897705239, 9.8889582506730292e-24), (10, 0.56773534750307131, 2.2374523434004626e-06), (20, 0.48138288687516922, 0.00015014200024613875), (30, 0.72005382289239839, 1.4734580679755887e-12), (60, 0.35999256400615953, 0.039606645731465093), (90, 0.40675301985961765, 0.11792685022405404)]	['+']	prpr	prpe	prpr	25.0	prpe	25.0	prpr	prpe	43	4	1	1	18	0.5680297759341648	0.6431623931623931
5	(5, 5)	5.0	5.0		('phob', 'ascb')	False												phob	ascb	43	4	1	1	18	0.5680297759341648	0.6431623931623931
6	(6, 6)	6.0	6.0		('prpr', 'prpd')	True	2602.0	('prpr', 'prpd')	0.0	[(0, 0.71142809350922565, 2.4175039777960889e-21), (10, 0.61172660615795349, 2.0742249719578695e-07), (20, 0.58830180087137063, 1.4906282919925939e-06), (30, 0.76352977082080209, 9.7574684249027175e-15), (60, 0.38052382049177808, 0.028919335938012471), (90, 0.34925594777695751, 0.18486678492147321)]	['+']	prpr	prpd	prpr	25.0	prpd	25.0	prpr	prpd	43	4	1	1	18	0.5680297759341648	0.6431623931623931
7	(7, 7)	7.0	7.0		('prpr', 'prpb')	True	2600.0	('prpr', 'prpb')	0.0	[(0, 0.62677415059527553, 1.5013775990346677e-15), (10, 0.4601530110616649, 0.00021631806588974907), (20, 0.46876140966932983, 0.00023529090890165327), (30, 0.71226628882318921, 3.2804637974741807e-12), (60, 0.34778459137903511, 0.047341083433286121), (90, 0.43923072963762372, 0.088720624677062931)]	['+']	prpr	prpb	prpr	25.0	prpb	25.0	prpr	prpb	43	4	1	1	18	0.5680297759341648	0.6431623931623931
8	(8, 8)	8.0	8.0		('prpr', 'prpc')	True	2601.0	('prpr', 'prpc')	0.0	[(0, 0.72315994772468895, 2.5866925956640123e-22), (10, 0.50642689400517693, 3.6522360890893132e-05), (20, 0.50647557387427411, 5.8250878001120863e-05), (30, 0.79332728838869748, 1.6087184485864241e-16), (60, 0.31890607356523049, 0.070466663920551925), (90, 0.21526694957804435, 0.42332054597904478)]	['+']	prpr	prpc	prpr	25.0	prpc	25.0	prpr	prpc	43	4	1	1	18	0.5680297759341648	0.6431623931623931
9	(9, 9)	9.0	9.0		('ascg', 'prpd')	False												ascg	prpd	43	4	1	1	18	0.5680297759341648	0.6431623931623931
10	(10, 10)	10.0	10.0		('ascg', 'htpg')	True	459.0	('ascg', 'htpg')		[(0, 0.082020399389162849, 0.35355873942321769), (10, -0.10365306624119136, 0.43062078456001218), (20, -0.25778553596136972, 0.052870316691665822), (30, -0.062210874842770658, 0.60627821173975782), (60, -0.013349186535065718, 0.94122400480561008), (90, -0.22683511575956256, 0.39820388144378266)]	['-']	ascg	htpg	ascg	25.0	htpg	25.0	ascg	htpg	43	4	1	1	18	0.5680297759341648	0.6431623931623931
11	(11, 11)	11.0	11.0		('prpr', 'htpg')	False												prpr	htpg	43	4	1	1	18	0.5680297759341648	0.6431623931623931
13	(13, 13)	13.0	13.0		('prpr', 'ybit')	False												prpr	ybit	43	4	1	1	18	0.5680297759341648	0.6431623931623931
14	(14, 14)	14.0	14.0		('phob', 'prpe')	False												phob	prpe	43	4	1	1	18	0.5680297759341648	0.6431623931623931
16	(16, 16)	16.0	16.0		('ascg', 'prpb')	False												ascg	prpb	43	4	1	1	18	0.5680297759341648	0.6431623931623931
17	(17, 17)	17.0	17.0		('phob', 'prpb')	False												phob	prpb	43	4	1	1	18	0.5680297759341648	0.6431623931623931
18	(18, 18)	18.0	18.0		('crp', 'htpg')	False												crp	htpg	43	4	1	1	18	0.5680297759341648	0.6431623931623931
20	(20, 20)	20.0	20.0		('prpr', 'ascf')	False												prpr	ascf	43	4	1	1	18	0.5680297759341648	0.6431623931623931
21	(21, 21)	21.0	21.0		('phob', 'prpc')	False												phob	prpc	43	4	1	1	18	0.5680297759341648	0.6431623931623931
22	(22, 22)	22.0	22.0		('prpr', 'phob')	False												prpr	phob	43	4	1	1	18	0.5680297759341648	0.6431623931623931
24	(24, 24)	24.0	24.0		('phob', 'prpd')	False												phob	prpd	43	4	1	1	18	0.5680297759341648	0.6431623931623931
25	(25, 25)	25.0	25.0		('crp', 'phob')	False												crp	phob	43	4	1	1	18	0.5680297759341648	0.6431623931623931
26	(26, 26)	26.0	26.0		('crp', 'ascg')	False												crp	ascg	43	4	1	1	18	0.5680297759341648	0.6431623931623931
28	(28, 28)	28.0	28.0		('phob', 'ascg')	False												phob	ascg	43	4	1	1	18	0.5680297759341648	0.6431623931623931
29	(29, 29)	29.0	29.0		('phob', 'ybit')	False												phob	ybit	43	4	1	1	18	0.5680297759341648	0.6431623931623931
30	(30, 30)	30.0	30.0		('ascg', 'prpe')	False												ascg	prpe	43	4	1	1	18	0.5680297759341648	0.6431623931623931
31	(31, 31)	31.0	31.0		('ascg', 'crp')	False												ascg	crp	43	4	1	1	18	0.5680297759341648	0.6431623931623931
32	(32, 32)	32.0	32.0		('phob', 'htpg')	False												phob	htpg	43	4	1	1	18	0.5680297759341648	0.6431623931623931
35	(35, 35)	35.0	35.0		('ascg', 'prpc')	False												ascg	prpc	43	4	1	1	18	0.5680297759341648	0.6431623931623931
36	(36, 36)	36.0	36.0		('ascg', 'ybit')	True	460.0	('ascg', 'ybit')	10.0	[(0, 0.3729128988652099, 1.2454560509107127e-05), (10, 0.6348041767280691, 5.1205807537948047e-08), (20, 0.56971154317565698, 3.7403362167030539e-06), (30, 0.27648788065278729, 0.019591789743746913), (60, -0.19234132605769924, 0.28355583755928393), (90, -0.21924335961627095, 0.4145957405536429)]	['-']	ascg	ybit	ascg	25.0	ybit	25.0	ascg	ybit	43	4	1	1	18	0.5680297759341648	0.6431623931623931
37	(37, 37)	37.0	37.0		('prpr', 'crp')	False												prpr	crp	43	4	1	1	18	0.5680297759341648	0.6431623931623931
38	(38, 38)	38.0	38.0		('phob', 'crp')	False												phob	crp	43	4	1	1	18	0.5680297759341648	0.6431623931623931
40	(40, 40)	40.0	40.0		('prpr', 'ascg')	False												prpr	ascg	43	4	1	1	18	0.5680297759341648	0.6431623931623931
41	(41, 41)	41.0	41.0		('prpr', 'ascb')	False												prpr	ascb	43	4	1	1	18	0.5680297759341648	0.6431623931623931
42	(42, 42)	42.0	42.0		('ascg', 'phob')	False												ascg	phob	43	4	1	1	18	0.5680297759341648	0.6431623931623931
43	(43, 43)	43.0	43.0		('ascg', 'prpr')	True	14.0	('ascg', 'prpr')		[(0, 0.30883041153974244, 0.00035022800598507079), (10, 0.4646984829507454, 0.00018365404982976924), (20, 0.37567407558727817, 0.0039800772511334017), (30, 0.36775994879863877, 0.0016041286582956366), (60, 0.017148382663053029, 0.92453851807918686), (90, 0.48193683161056378, 0.058708468846356512)]	['-']	ascg	prpr	ascg	25.0	prpr	25.0	ascg	prpr	43	4	1	1	18	0.5680297759341648	0.6431623931623931
0	(0, 0)	0.0	0.0		('prpr', 'prpb')	True	2600.0	('prpr', 'prpb')	0.0	[(0, 0.62677415059527553, 1.5013775990346677e-15), (10, 0.4601530110616649, 0.00021631806588974907), (20, 0.46876140966932983, 0.00023529090890165327), (30, 0.71226628882318921, 3.2804637974741807e-12), (60, 0.34778459137903511, 0.047341083433286121), (90, 0.43923072963762372, 0.088720624677062931)]	['+']	prpr	prpb	prpr	25.0	prpb	25.0	prpr	prpb	43	4	1	1	18	0.5842334796378685	0.6452991452991452
1	(1, 1)	1.0	1.0		('ascg', 'ascb')	True	457.0	('ascg', 'ascb')	0.0	[(0, 0.50441077534146705, 9.4331015602573549e-10), (10, 0.53030854857205656, 1.3124535573115381e-05), (20, 0.34836880311467167, 0.0079165480435659883), (30, 0.050041064310154405, 0.67855997863493522), (60, 0.10074696741854813, 0.57694387430326821), (90, 0.075715365478919827, 0.78047992153274404)]	['-']	ascg	ascb	ascg	25.0	ascb	25.0	ascg	ascb	43	4	1	1	18	0.5842334796378685	0.6452991452991452
2	(2, 2)	2.0	2.0		('ascg', 'ascf')	True	458.0	('ascg', 'ascf')	0.0	[(0, 0.63878051430459759, 2.9113899658971927e-16), (10, 0.66112844745813493, 8.9515273127067081e-09), (20, 0.52828601187605639, 2.4033609881907785e-05), (30, 0.34486299199087334, 0.0032273177590481307), (60, 0.16729845934419413, 0.3520701878233472), (90, 0.3779456557892657, 0.14892576000505517)]	['-']	ascg	ascf	ascg	25.0	ascf	25.0	ascg	ascf	43	4	1	1	18	0.5842334796378685	0.6452991452991452
3	(3, 3)	3.0	3.0		('phob', 'ascb')	False												phob	ascb	43	4	1	1	18	0.5842334796378685	0.6452991452991452
5	(5, 5)	5.0	5.0		('phob', 'ascf')	False												phob	ascf	43	4	1	1	18	0.5842334796378685	0.6452991452991452
6	(6, 6)	6.0	6.0		('prpr', 'prpe')	True	2603.0	('prpr', 'prpe')	0.0	[(0, 0.73927565897705239, 9.8889582506730292e-24), (10, 0.56773534750307131, 2.2374523434004626e-06), (20, 0.48138288687516922, 0.00015014200024613875), (30, 0.72005382289239839, 1.4734580679755887e-12), (60, 0.35999256400615953, 0.039606645731465093), (90, 0.40675301985961765, 0.11792685022405404)]	['+']	prpr	prpe	prpr	25.0	prpe	25.0	prpr	prpe	43	4	1	1	18	0.5842334796378685	0.6452991452991452
7	(7, 7)	7.0	7.0		('prpr', 'prpd')	True	2602.0	('prpr', 'prpd')	0.0	[(0, 0.71142809350922565, 2.4175039777960889e-21), (10, 0.61172660615795349, 2.0742249719578695e-07), (20, 0.58830180087137063, 1.4906282919925939e-06), (30, 0.76352977082080209, 9.7574684249027175e-15), (60, 0.38052382049177808, 0.028919335938012471), (90, 0.34925594777695751, 0.18486678492147321)]	['+']	prpr	prpd	prpr	25.0	prpd	25.0	prpr	prpd	43	4	1	1	18	0.5842334796378685	0.6452991452991452
8	(8, 8)	8.0	8.0		('prpr', 'prpc')	True	2601.0	('prpr', 'prpc')	0.0	[(0, 0.72315994772468895, 2.5866925956640123e-22), (10, 0.50642689400517693, 3.6522360890893132e-05), (20, 0.50647557387427411, 5.8250878001120863e-05), (30, 0.79332728838869748, 1.6087184485864241e-16), (60, 0.31890607356523049, 0.070466663920551925), (90, 0.21526694957804435, 0.42332054597904478)]	['+']	prpr	prpc	prpr	25.0	prpc	25.0	prpr	prpc	43	4	1	1	18	0.5842334796378685	0.6452991452991452
9	(9, 9)	9.0	9.0		('ascg', 'prpd')	False												ascg	prpd	43	4	1	1	18	0.5842334796378685	0.6452991452991452
10	(10, 10)	10.0	10.0		('ascg', 'htpg')	True	459.0	('ascg', 'htpg')		[(0, 0.082020399389162849, 0.35355873942321769), (10, -0.10365306624119136, 0.43062078456001218), (20, -0.25778553596136972, 0.052870316691665822), (30, -0.062210874842770658, 0.60627821173975782), (60, -0.013349186535065718, 0.94122400480561008), (90, -0.22683511575956256, 0.39820388144378266)]	['-']	ascg	htpg	ascg	25.0	htpg	25.0	ascg	htpg	43	4	1	1	18	0.5842334796378685	0.6452991452991452
11	(11, 11)	11.0	11.0		('prpr', 'htpg')	False												prpr	htpg	43	4	1	1	18	0.5842334796378685	0.6452991452991452
13	(13, 13)	13.0	13.0		('prpr', 'ybit')	False												prpr	ybit	43	4	1	1	18	0.5842334796378685	0.6452991452991452
14	(14, 14)	14.0	14.0		('phob', 'prpe')	False												phob	prpe	43	4	1	1	18	0.5842334796378685	0.6452991452991452
16	(16, 16)	16.0	16.0		('ascg', 'prpb')	False												ascg	prpb	43	4	1	1	18	0.5842334796378685	0.6452991452991452
17	(17, 17)	17.0	17.0		('phob', 'prpb')	False												phob	prpb	43	4	1	1	18	0.5842334796378685	0.6452991452991452
18	(18, 18)	18.0	18.0		('crp', 'htpg')	False												crp	htpg	43	4	1	1	18	0.5842334796378685	0.6452991452991452
20	(20, 20)	20.0	20.0		('prpr', 'ascf')	False												prpr	ascf	43	4	1	1	18	0.5842334796378685	0.6452991452991452
21	(21, 21)	21.0	21.0		('phob', 'prpc')	False												phob	prpc	43	4	1	1	18	0.5842334796378685	0.6452991452991452
22	(22, 22)	22.0	22.0		('prpr', 'phob')	False												prpr	phob	43	4	1	1	18	0.5842334796378685	0.6452991452991452
24	(24, 24)	24.0	24.0		('phob', 'prpd')	False												phob	prpd	43	4	1	1	18	0.5842334796378685	0.6452991452991452
25	(25, 25)	25.0	25.0		('crp', 'phob')	False												crp	phob	43	4	1	1	18	0.5842334796378685	0.6452991452991452
26	(26, 26)	26.0	26.0		('crp', 'ascg')	False												crp	ascg	43	4	1	1	18	0.5842334796378685	0.6452991452991452
28	(28, 28)	28.0	28.0		('phob', 'ascg')	False												phob	ascg	43	4	1	1	18	0.5842334796378685	0.6452991452991452
29	(29, 29)	29.0	29.0		('phob', 'ybit')	False												phob	ybit	43	4	1	1	18	0.5842334796378685	0.6452991452991452
30	(30, 30)	30.0	30.0		('ascg', 'prpe')	False												ascg	prpe	43	4	1	1	18	0.5842334796378685	0.6452991452991452
31	(31, 31)	31.0	31.0		('ascg', 'crp')	False												ascg	crp	43	4	1	1	18	0.5842334796378685	0.6452991452991452
32	(32, 32)	32.0	32.0		('phob', 'htpg')	False												phob	htpg	43	4	1	1	18	0.5842334796378685	0.6452991452991452
35	(35, 35)	35.0	35.0		('ascg', 'prpc')	False												ascg	prpc	43	4	1	1	18	0.5842334796378685	0.6452991452991452
36	(36, 36)	36.0	36.0		('ascg', 'ybit')	True	460.0	('ascg', 'ybit')	10.0	[(0, 0.3729128988652099, 1.2454560509107127e-05), (10, 0.6348041767280691, 5.1205807537948047e-08), (20, 0.56971154317565698, 3.7403362167030539e-06), (30, 0.27648788065278729, 0.019591789743746913), (60, -0.19234132605769924, 0.28355583755928393), (90, -0.21924335961627095, 0.4145957405536429)]	['-']	ascg	ybit	ascg	25.0	ybit	25.0	ascg	ybit	43	4	1	1	18	0.5842334796378685	0.6452991452991452
37	(37, 37)	37.0	37.0		('prpr', 'crp')	False												prpr	crp	43	4	1	1	18	0.5842334796378685	0.6452991452991452
38	(38, 38)	38.0	38.0		('phob', 'crp')	False												phob	crp	43	4	1	1	18	0.5842334796378685	0.6452991452991452
40	(40, 40)	40.0	40.0		('prpr', 'ascg')	False												prpr	ascg	43	4	1	1	18	0.5842334796378685	0.6452991452991452
41	(41, 41)	41.0	41.0		('prpr', 'ascb')	False												prpr	ascb	43	4	1	1	18	0.5842334796378685	0.6452991452991452
42	(42, 42)	42.0	42.0		('ascg', 'phob')	False												ascg	phob	43	4	1	1	18	0.5842334796378685	0.6452991452991452
43	(43, 43)	43.0	43.0		('ascg', 'prpr')	True	14.0	('ascg', 'prpr')		[(0, 0.30883041153974244, 0.00035022800598507079), (10, 0.4646984829507454, 0.00018365404982976924), (20, 0.37567407558727817, 0.0039800772511334017), (30, 0.36775994879863877, 0.0016041286582956366), (60, 0.017148382663053029, 0.92453851807918686), (90, 0.48193683161056378, 0.058708468846356512)]	['-']	ascg	prpr	ascg	25.0	prpr	25.0	ascg	prpr	43	4	1	1	18	0.5842334796378685	0.6452991452991452
0	(0, 0)	0.0	0.0		('ascg', 'ascf')	True	458.0	('ascg', 'ascf')	0.0	[(0, 0.63878051430459759, 2.9113899658971927e-16), (10, 0.66112844745813493, 8.9515273127067081e-09), (20, 0.52828601187605639, 2.4033609881907785e-05), (30, 0.34486299199087334, 0.0032273177590481307), (60, 0.16729845934419413, 0.3520701878233472), (90, 0.3779456557892657, 0.14892576000505517)]	['-']	ascg	ascf	ascg	25.0	ascf	25.0	ascg	ascf	43	4	1	1	18	0.5842334796378685	0.6452991452991452
1	(1, 1)	1.0	1.0		('ascg', 'ascb')	True	457.0	('ascg', 'ascb')	0.0	[(0, 0.50441077534146705, 9.4331015602573549e-10), (10, 0.53030854857205656, 1.3124535573115381e-05), (20, 0.34836880311467167, 0.0079165480435659883), (30, 0.050041064310154405, 0.67855997863493522), (60, 0.10074696741854813, 0.57694387430326821), (90, 0.075715365478919827, 0.78047992153274404)]	['-']	ascg	ascb	ascg	25.0	ascb	25.0	ascg	ascb	43	4	1	1	18	0.5842334796378685	0.6452991452991452
2	(2, 2)	2.0	2.0		('prpr', 'prpe')	True	2603.0	('prpr', 'prpe')	0.0	[(0, 0.73927565897705239, 9.8889582506730292e-24), (10, 0.56773534750307131, 2.2374523434004626e-06), (20, 0.48138288687516922, 0.00015014200024613875), (30, 0.72005382289239839, 1.4734580679755887e-12), (60, 0.35999256400615953, 0.039606645731465093), (90, 0.40675301985961765, 0.11792685022405404)]	['+']	prpr	prpe	prpr	25.0	prpe	25.0	prpr	prpe	43	4	1	1	18	0.5842334796378685	0.6452991452991452
3	(3, 3)	3.0	3.0		('phob', 'ascb')	False												phob	ascb	43	4	1	1	18	0.5842334796378685	0.6452991452991452
4	(4, 4)	4.0	4.0		('prpr', 'prpc')	True	2601.0	('prpr', 'prpc')	0.0	[(0, 0.72315994772468895, 2.5866925956640123e-22), (10, 0.50642689400517693, 3.6522360890893132e-05), (20, 0.50647557387427411, 5.8250878001120863e-05), (30, 0.79332728838869748, 1.6087184485864241e-16), (60, 0.31890607356523049, 0.070466663920551925), (90, 0.21526694957804435, 0.42332054597904478)]	['+']	prpr	prpc	prpr	25.0	prpc	25.0	prpr	prpc	43	4	1	1	18	0.5842334796378685	0.6452991452991452
5	(5, 5)	5.0	5.0		('phob', 'ascf')	False												phob	ascf	43	4	1	1	18	0.5842334796378685	0.6452991452991452
6	(6, 6)	6.0	6.0		('prpr', 'prpb')	True	2600.0	('prpr', 'prpb')	0.0	[(0, 0.62677415059527553, 1.5013775990346677e-15), (10, 0.4601530110616649, 0.00021631806588974907), (20, 0.46876140966932983, 0.00023529090890165327), (30, 0.71226628882318921, 3.2804637974741807e-12), (60, 0.34778459137903511, 0.047341083433286121), (90, 0.43923072963762372, 0.088720624677062931)]	['+']	prpr	prpb	prpr	25.0	prpb	25.0	prpr	prpb	43	4	1	1	18	0.5842334796378685	0.6452991452991452
7	(7, 7)	7.0	7.0		('prpr', 'prpd')	True	2602.0	('prpr', 'prpd')	0.0	[(0, 0.71142809350922565, 2.4175039777960889e-21), (10, 0.61172660615795349, 2.0742249719578695e-07), (20, 0.58830180087137063, 1.4906282919925939e-06), (30, 0.76352977082080209, 9.7574684249027175e-15), (60, 0.38052382049177808, 0.028919335938012471), (90, 0.34925594777695751, 0.18486678492147321)]	['+']	prpr	prpd	prpr	25.0	prpd	25.0	prpr	prpd	43	4	1	1	18	0.5842334796378685	0.6452991452991452
9	(9, 9)	9.0	9.0		('ascg', 'prpd')	False												ascg	prpd	43	4	1	1	18	0.5842334796378685	0.6452991452991452
10	(10, 10)	10.0	10.0		('ascg', 'htpg')	True	459.0	('ascg', 'htpg')		[(0, 0.082020399389162849, 0.35355873942321769), (10, -0.10365306624119136, 0.43062078456001218), (20, -0.25778553596136972, 0.052870316691665822), (30, -0.062210874842770658, 0.60627821173975782), (60, -0.013349186535065718, 0.94122400480561008), (90, -0.22683511575956256, 0.39820388144378266)]	['-']	ascg	htpg	ascg	25.0	htpg	25.0	ascg	htpg	43	4	1	1	18	0.5842334796378685	0.6452991452991452
